product_id,brand,roaster_name,title,price,currency,product_type,description,availability,sku,url,material,size,color,created_at,updated_at,published_at,weight,primary_image,secondary_images,total_images,roast,finish,grind_size,quantity_per_month,model,material_type,roast_date,origin,subscription_plan
7351628038262,Homeground Coffee Roasters,Homegroundcoffeeroasters,Glow In The Dark,16.0,USD,Espresso Coffee,"This specialty coffee comes from the farm, Fazenda Nossa Senhora das Gracas, Brazil. It is a Catuai 99 varietal, natural processed, roasted in Singapore. Tasting Notes White - dark chocolate, creamy, heavy bodied Black - dark chocolate, robust, roasted nuts",out of stock,EB-0002-250,https://homegroundcoffeeroasters.com/products/glow-in-the-dark,,,,2024-07-05T06:17:15.000Z,2025-10-05T02:50:31.000Z,2024-07-05T06:45:00.000Z,0.35 kg,https://cdn.shopify.com/s/files/1/0035/8144/4194/files/GitD_3.0_June_2024__250g_coffeecardmkii.jpg,"[""https://cdn.shopify.com/s/files/1/0035/8144/4194/files/GitD_3.0_June_2024_-_Front.jpg"", ""https://cdn.shopify.com/s/files/1/0035/8144/4194/files/GitD_3.0_June_2024_-_Back.jpg"", ""https://cdn.shopify.com/s/files/1/0035/8144/4194/files/DripBag-6_c3247b76-1bbc-4102-b7f7-41fecabcf627.jpg""]",4.0,,,,,,,,,
7351628038262,Homeground Coffee Roasters,Homegroundcoffeeroasters,Glow In The Dark,29.0,USD,Espresso Coffee,"This specialty coffee comes from the farm, Fazenda Nossa Senhora das Gracas, Brazil. It is a Catuai 99 varietal, natural processed, roasted in Singapore. Tasting Notes White - dark chocolate, creamy, heavy bodied Black - dark chocolate, robust, roasted nuts",out of stock,EB-0002-500,https://homegroundcoffeeroasters.com/products/glow-in-the-dark,,,,2024-07-05T06:17:15.000Z,2025-10-05T02:50:31.000Z,2024-07-05T06:45:00.000Z,0.55 kg,https://cdn.shopify.com/s/files/1/0035/8144/4194/files/GitD_3.0_June_2024__1kg_coffeecardmkiii.jpg,"[""https://cdn.shopify.com/s/files/1/0035/8144/4194/files/GitD_3.0_June_2024_-_Front.jpg"", ""https://cdn.shopify.com/s/files/1/0035/8144/4194/files/GitD_3.0_June_2024_-_Back.jpg"", ""https://cdn.shopify.com/s/files/1/0035/8144/4194/files/DripBag-6_c3247b76-1bbc-4102-b7f7-41fecabcf627.jpg""]",4.0,,,,,,,,,
7351628038262,Homeground Coffee Roasters,Homegroundcoffeeroasters,Glow In The Dark,47.0,USD,Espresso Coffee,"This specialty coffee comes from the farm, Fazenda Nossa Senhora das Gracas, Brazil. It is a Catuai 99 varietal, natural processed, roasted in Singapore. Tasting Notes White - dark chocolate, creamy, heavy bodied Black - dark chocolate, robust, roasted nuts",out of stock,EB-0002-1KG,https://homegroundcoffeeroasters.com/products/glow-in-the-dark,,,,2024-07-05T06:17:15.000Z,2025-10-05T02:50:31.000Z,2024-07-05T06:45:00.000Z,1.05 kg,https://cdn.shopify.com/s/files/1/0035/8144/4194/files/GitD_3.0_June_2024__1kg_coffeecardmkiii.jpg,"[""https://cdn.shopify.com/s/files/1/0035/8144/4194/files/GitD_3.0_June_2024_-_Front.jpg"", ""https://cdn.shopify.com/s/files/1/0035/8144/4194/files/GitD_3.0_June_2024_-_Back.jpg"", ""https://cdn.shopify.com/s/files/1/0035/8144/4194/files/DripBag-6_c3247b76-1bbc-4102-b7f7-41fecabcf627.jpg""]",4.0,,,,,,,,,
7351732764790,Kalita,Homegroundcoffeeroasters,Kalita Porcelain Wave Dripper,31.0,USD,Brewing,"Kalita Wave Dripper is definitely one of the drippers we would recommend to beginners. The flat bed dripper has a larger brewing surface area which give brewers a better control during the brewing process. In addition, the structure of the dripper promotes a clean and sweet cup profile. This porcelain wave dripper comes in 2 sizes, 155 and 185.",out of stock,KAL-WDP-55-POR,https://homegroundcoffeeroasters.com/products/kalita-porcelain-wave-dripper,,155,,2024-07-05T08:10:19.000Z,2025-10-05T02:50:31.000Z,2025-05-29T04:14:57.000Z,272.5 g,https://cdn.shopify.com/s/files/1/0035/8144/4194/products/CeramicWaveDripper3-01_d93d6f41-1063-4c29-88de-969129b4fa52.jpg,"[""https://cdn.shopify.com/s/files/1/0035/8144/4194/products/CeramicWaveDripper2-01_054efb9b-82d2-4c6d-8ca7-40084b7685e9.jpg"", ""https://cdn.shopify.com/s/files/1/0035/8144/4194/products/CeramicWaveDripper1-01_2969806e-49e8-4eb1-9d0a-f423c4eb7ae9.jpg""]",3.0,,,,,,,,,
7351732764790,Kalita,Homegroundcoffeeroasters,Kalita Porcelain Wave Dripper,39.0,USD,Brewing,"Kalita Wave Dripper is definitely one of the drippers we would recommend to beginners. The flat bed dripper has a larger brewing surface area which give brewers a better control during the brewing process. In addition, the structure of the dripper promotes a clean and sweet cup profile. This porcelain wave dripper comes in 2 sizes, 155 and 185.",out of stock,KAL-WDP-85-POR,https://homegroundcoffeeroasters.com/products/kalita-porcelain-wave-dripper,,185,,2024-07-05T08:10:19.000Z,2025-10-05T02:50:31.000Z,2025-05-29T04:14:57.000Z,381.7 g,https://cdn.shopify.com/s/files/1/0035/8144/4194/products/CeramicWaveDripper3-01_d93d6f41-1063-4c29-88de-969129b4fa52.jpg,"[""https://cdn.shopify.com/s/files/1/0035/8144/4194/products/CeramicWaveDripper2-01_054efb9b-82d2-4c6d-8ca7-40084b7685e9.jpg"", ""https://cdn.shopify.com/s/files/1/0035/8144/4194/products/CeramicWaveDripper1-01_2969806e-49e8-4eb1-9d0a-f423c4eb7ae9.jpg""]",3.0,,,,,,,,,
7352053858422,Others,Homegroundcoffeeroasters,Home Brewing Kettle,18.0,USD,Home Brewer's Accessories,"Featuring a thin spout, this kettle ensures meticulous water flow control, essential for crafting your ideal cup of tea or coffee.",out of stock,OTH-HBK-3H-CPR,https://homegroundcoffeeroasters.com/products/home-brewing-kettle,,300ml,Copper,2024-07-05T15:17:18.000Z,2025-10-05T02:50:32.000Z,2024-07-05T15:23:02.000Z,0.15 kg,https://cdn.shopify.com/s/files/1/0035/8144/4194/products/200mlkettlecopper-01_3d2aab9b-9e8d-4843-b586-0ae853724d1c.jpg,"[""https://cdn.shopify.com/s/files/1/0035/8144/4194/products/200mlKettleGunMetalBlack-01_1_fc6f3627-1379-4353-a86d-a88e00ef12d7.jpg"", ""https://cdn.shopify.com/s/files/1/0035/8144/4194/products/200mlKettleMattBlack-01_93a8acc4-5582-4bb1-81cc-7ec498e9eafa.jpg""]",3.0,,,,,,,,,
7352053858422,Others,Homegroundcoffeeroasters,Home Brewing Kettle,18.0,USD,Home Brewer's Accessories,"Featuring a thin spout, this kettle ensures meticulous water flow control, essential for crafting your ideal cup of tea or coffee.",out of stock,OTH-HBK-3H-MBK,https://homegroundcoffeeroasters.com/products/home-brewing-kettle,,300ml,Matte Black,2024-07-05T15:17:18.000Z,2025-10-05T02:50:32.000Z,2024-07-05T15:23:02.000Z,0.15 kg,https://cdn.shopify.com/s/files/1/0035/8144/4194/products/200mlKettleMattBlack-01_93a8acc4-5582-4bb1-81cc-7ec498e9eafa.jpg,"[""https://cdn.shopify.com/s/files/1/0035/8144/4194/products/200mlKettleGunMetalBlack-01_1_fc6f3627-1379-4353-a86d-a88e00ef12d7.jpg""]",2.0,,,,,,,,,
6742019965046,Homeground Coffee Roasters,Homegroundcoffeeroasters,Recurring Espresso Subscription,29.0,USD,Espresso Subscription,"A recurring (with a choice of weekly or monthly) specialty coffee subscription to satisfy your coffee needs! Choose between our two signature blends, 'Vanta' or 'Glow in the Dark', have your favourite coffee delivered right to your doorstep!",out of stock,EB1-SUB-500,https://homegroundcoffeeroasters.com/products/homeground-espresso-subscription,,500 g,,2022-07-15T06:14:57.000Z,2025-10-05T02:50:31.000Z,2024-10-09T05:35:14.000Z,,https://cdn.shopify.com/s/files/1/0035/8144/4194/files/Vanta_3.0_2024_1kg_coffeecardmkiii.jpg,"[""https://cdn.shopify.com/s/files/1/0035/8144/4194/files/RecurringCoffeeSubscription_Espresso_Q1_25_d37ef320-0104-43d6-90c7-a8e8b3f9841d.png"", ""https://cdn.shopify.com/s/files/1/0035/8144/4194/files/Vanta_4.0_2024_-_Front.jpg"", ""https://cdn.shopify.com/s/files/1/0035/8144/4194/files/Vanta3.02024_Back_8cf8f1eb-7841-41ae-be05-231e5dd0125f.jpg"", ""https://cdn.shopify.com/s/files/1/0035/8144/4194/files/GitD_4.0_Jan_2025_-_Front.jpg"", ""https://cdn.shopify.com/s/files/1/0035/8144/4194/files/GitD_3.0_June_2024_-_Back.jpg""]",6.0,,,,,,,,,
6742019965046,Homeground Coffee Roasters,Homegroundcoffeeroasters,Recurring Espresso Subscription,26.0,USD,Espresso Subscription,"A recurring (with a choice of weekly or monthly) specialty coffee subscription to satisfy your coffee needs! Choose between our two signature blends, 'Vanta' or 'Glow in the Dark', have your favourite coffee delivered right to your doorstep!",out of stock,EB2-SUB-500,https://homegroundcoffeeroasters.com/products/homeground-espresso-subscription,,500 g,,2022-07-15T06:14:57.000Z,2025-10-05T02:50:31.000Z,2024-10-09T05:35:14.000Z,,https://cdn.shopify.com/s/files/1/0035/8144/4194/files/GitD_3.0_June_2024__1kg_coffeecardmkiii.jpg,"[""https://cdn.shopify.com/s/files/1/0035/8144/4194/files/RecurringCoffeeSubscription_Espresso_Q1_25_d37ef320-0104-43d6-90c7-a8e8b3f9841d.png"", ""https://cdn.shopify.com/s/files/1/0035/8144/4194/files/Vanta_4.0_2024_-_Front.jpg"", ""https://cdn.shopify.com/s/files/1/0035/8144/4194/files/Vanta3.02024_Back_8cf8f1eb-7841-41ae-be05-231e5dd0125f.jpg"", ""https://cdn.shopify.com/s/files/1/0035/8144/4194/files/GitD_4.0_Jan_2025_-_Front.jpg"", ""https://cdn.shopify.com/s/files/1/0035/8144/4194/files/GitD_3.0_June_2024_-_Back.jpg""]",6.0,,,,,,,,,
6742019965046,Homeground Coffee Roasters,Homegroundcoffeeroasters,Recurring Espresso Subscription,47.0,USD,Espresso Subscription,"A recurring (with a choice of weekly or monthly) specialty coffee subscription to satisfy your coffee needs! Choose between our two signature blends, 'Vanta' or 'Glow in the Dark', have your favourite coffee delivered right to your doorstep!",out of stock,EB1-SUB-1000,https://homegroundcoffeeroasters.com/products/homeground-espresso-subscription,,1 kg,,2022-07-15T06:14:57.000Z,2025-10-05T02:50:31.000Z,2024-10-09T05:35:14.000Z,,https://cdn.shopify.com/s/files/1/0035/8144/4194/files/Vanta_3.0_2024_1kg_coffeecardmkiii.jpg,"[""https://cdn.shopify.com/s/files/1/0035/8144/4194/files/RecurringCoffeeSubscription_Espresso_Q1_25_d37ef320-0104-43d6-90c7-a8e8b3f9841d.png"", ""https://cdn.shopify.com/s/files/1/0035/8144/4194/files/Vanta_4.0_2024_-_Front.jpg"", ""https://cdn.shopify.com/s/files/1/0035/8144/4194/files/Vanta3.02024_Back_8cf8f1eb-7841-41ae-be05-231e5dd0125f.jpg"", ""https://cdn.shopify.com/s/files/1/0035/8144/4194/files/GitD_4.0_Jan_2025_-_Front.jpg"", ""https://cdn.shopify.com/s/files/1/0035/8144/4194/files/GitD_3.0_June_2024_-_Back.jpg""]",6.0,,,,,,,,,
